0.000000000000000000e+00 1.584343635384664672e+01 1.924167994311075103e-01 9.180651588535319041e-01 1.838700678365780827e-01 5.921566598846872420e-01 3.059426684847720290e-01
3.387040080269798636e-03 1.583865074369381887e+01 1.797064899747815581e-01 9.200938303672703267e-01 1.926072074863175720e-01 5.921565191368654002e-01 3.059419409457557193e-01
6.774080160539597273e-03 1.573245213300819856e+01 1.678496937329765348e-01 9.220697780519901965e-01 2.011983961314762204e-01 5.921563783897567657e-01 3.059412134099879221e-01
1.016112024080939591e-02 1.553180895569669850e+01 1.568086410658773300e-01 9.239906706728020502e-01 2.096041231321278953e-01 5.921562376445670406e-01 3.059404858801612614e-01
1.354816032107919455e-02 1.524330555237117935e+01 1.465432852670646990e-01 9.258547765186324607e-01 2.177902961212347110e-01 5.921560969024725063e-01 3.059397583589022473e-01
1.693520040134899318e-02 1.487318840064094694e+01 1.370124689346046143e-01 9.276609014304117995e-01 2.257281032995414605e-01 5.921559561646509984e-01 3.059390308488418864e-01
2.032224048161879182e-02 1.442740293615035441e+01 1.281748004771968708e-01 9.294083293890186281e-01 2.333937933734077375e-01 5.921558154323104395e-01 3.059383033526777429e-01
2.370928056188859046e-02 1.391162221532166043e+01 1.199893038606708456e-01 9.310967661061670952e-01 2.407683928987141009e-01 5.921556747067137083e-01 3.059375758732303940e-01
2.709632064215838909e-02 1.333126868093017592e+01 1.124158917967467836e-01 9.327262859272280604e-01 2.478373782590122809e-01 5.921555339892021763e-01 3.059368484134969424e-01
3.083042614161968231e-02 1.262282129810314935e+01 1.047292854212911323e-01 9.344549786607748709e-01 2.552641332206283531e-01 5.921553788636612081e-01 3.059360464386661205e-01
3.456453164108097553e-02 1.184882879623053320e+01 9.768941418327446724e-02 9.361134544202845964e-01 2.622980607016399679e-01 5.921552237518173945e-01 3.059352444964436035e-01
3.829863714054226875e-02 1.101561292544226944e+01 9.124865091988870747e-02 9.377029569083877858e-01 2.689352498501580424e-01 5.921550686560070886e-01 3.059344425920512145e-01
4.203274264000356197e-02 1.012918717764460119e+01 8.536188608221548235e-02 9.392250027150401692e-01 2.751760328178203263e-01 5.921549135788308771e-01 3.059336407313025807e-01
4.576684813946485519e-02 9.195261865270712320e+00 7.998658035826733403e-02 9.406813255600217083e-01 2.810243824188309314e-01 5.921547585231958788e-01 3.059328389206984466e-01
4.950095363892614841e-02 8.219247040458730780e+00 7.508276135903509119e-02 9.420738266531070160e-01 2.864873383892647674e-01 5.921546034923612645e-01 3.059320371675288697e-01
5.323505913838744164e-02 7.206254047506487126e+00 7.061298041951001581e-02 9.434045308616574310e-01 2.915744698744668351e-01 5.921544484899868843e-01 3.059312354799822442e-01
5.696916463784873486e-02 6.161096243602599110e+00 6.654224299219461958e-02 9.446755483334403625e-01 2.962973795817634981e-01 5.921542935201848934e-01 3.059304338672626522e-01
6.070327013731002808e-02 5.088289182616834161e+00 6.283792184981819295e-02 9.458890411865399361e-01 3.006692528440356726e-01 5.921541385875754848e-01 3.059296323397156514e-01
6.585202820133417845e-02 3.571445438311714682e+00 5.827547461904396958e-02 9.474719563297016034e-01 3.061483654344847039e-01 5.921539250299889812e-01 3.059285273177162479e-01
7.100078626535832882e-02 2.020134251857081953e+00 5.427937856833544433e-02 9.489553727564269403e-01 3.110275303366679678e-01 5.921537115686789088e-01 3.059274225149443138e-01
7.614954432938247919e-02 4.433928165296181501e-01 5.078407447357718291e-02 9.503449019660641373e-01 3.153482415468903954e-01 5.921534982218897847e-01 3.059263179723351045e-01
7.691288122441619635e-02 2.079643397452002329e-01 5.030483433672600091e-02 9.505432511458388189e-01 3.159438297206123569e-01 5.921534666028412941e-01 3.059261542416652491e-01
7.767621811944991350e-02 -2.782278585469745089e-02 4.983511980390108870e-02 9.507396738086503207e-01 3.165281971039343722e-01 5.921534349868465830e-01 3.059259905179188554e-01
7.825676712673157454e-02 -2.073743276499409038e-01 4.948415116992607027e-02 9.508877821200983904e-01 3.169652034668256624e-01 5.921534109436771276e-01 3.059258660040335420e-01
7.883731613401323557e-02 -3.871098232684225260e-01 4.913851401168676386e-02 9.510347935356125992e-01 3.173958566569438644e-01 5.921533869023530849e-01 3.059257414943307163e-01
7.941786514129489660e-02 -5.670194280650965313e-01 4.879813294622627889e-02 9.511807155210063591e-01 3.178202156479624230e-01 5.921533628629096491e-01 3.059256169888894261e-01
7.999841414857655764e-02 -7.470934745963603296e-01 4.846293358430176640e-02 9.513255554994963781e-01 3.182383392342045814e-01 5.921533388253825692e-01 3.059254924877900517e-01
8.057896315585821867e-02 -9.273224776549700010e-01 4.813284250187296887e-02 9.514693208505636823e-01 3.186502860047834562e-01 5.921533147898081495e-01 3.059253679911143053e-01
8.115951216313987970e-02 -1.107697132375539573e+00 4.780778723994859314e-02 9.516120189093572046e-01 3.190561143364841756e-01 5.921532907562233605e-01 3.059252434989453984e-01
8.174006117042154074e-02 -1.288208314919728759e+00 4.748769629348102705e-02 9.517536569659543755e-01 3.194558823804142800e-01 5.921532667246657278e-01 3.059251190113678187e-01
8.232061017770320177e-02 -1.468847082442616525e+00 4.717249910332000501e-02 9.518942422646768931e-01 3.198496480506627382e-01 5.921532426951735539e-01 3.059249945284676087e-01
8.348170822137035429e-02 -1.830472506244410713e+00 4.655650843334854100e-02 9.521722833330987790e-01 3.206194026752181570e-01 5.921531946425414583e-01 3.059247455770504054e-01
8.464280626503750682e-02 -2.192505481439794845e+00 4.595926935031110355e-02 9.524461991297810126e-01 3.213658363711460741e-01 5.921531465986457077e-01 3.059244966454110481e-01
8.580390430870465934e-02 -2.554880979411030761e+00 4.538025056550500785e-02 9.527160458983507940e-01 3.220894028395289155e-01 5.921530985638155942e-01 3.059242477342912769e-01
8.696500235237181187e-02 -2.917536859252448433e+00 4.481893511277533493e-02 9.529818790933949346e-01 3.227905510246131260e-01 5.921530505383915122e-01 3.059239988444577563e-01
8.812610039603896439e-02 -3.280413857617850315e+00 4.427482008167638039e-02 9.532437533644297911e-01 3.234697248415993598e-01 5.921530025227250693e-01 3.059237499767030188e-01
8.928719843970611691e-02 -3.643455573766551492e+00 4.374741635223487052e-02 9.535017225412921738e-01 3.241273629282827029e-01 5.921529545171796416e-01 3.059235011318461872e-01
9.044829648337326944e-02 -4.006608449151487505e+00 4.323624833115322780e-02 9.537558396209043776e-01 3.247638984197995238e-01 5.921529065221304844e-01 3.059232523107339174e-01
9.543623321224004030e-02 -5.566776705503333034e+00 4.121423375806233802e-02 9.548049054566051241e-01 3.272684175812057283e-01 5.921527004701131469e-01 3.059221836969005515e-01
1.004241699411068112e-01 -7.124679132016323635e+00 3.944964642851400000e-02 9.557877740927851473e-01 3.294238286305268271e-01 5.921524946528514688e-01 3.059211156140025922e-01
1.054121066699735820e-01 -8.677720321860794783e+00 3.791252462684835400e-02 9.567080966672355524e-01 3.312605580397811056e-01 5.921522891088508711e-01 3.059200481492316270e-01
1.092127198353409767e-01 -9.856636834456914187e+00 3.687762088460182219e-02 9.573694403695974797e-01 3.324636458199337063e-01 5.921521327028274051e-01 3.059192352590641151e-01
1.130133330007083714e-01 -1.103103173824562511e+01 3.594913435751704439e-02 9.579977822578752411e-01 3.335097010918607885e-01 5.921519765029373827e-01 3.059184228356852664e-01
1.168139461660757661e-01 -1.220043528892927576e+01 3.511777138158514444e-02 9.585943848902157560e-01 3.344095730961902380e-01 5.921518205335388751e-01 3.059176109346726236e-01
1.206145593314431608e-01 -1.336446090532755981e+01 3.437517545330258384e-02 9.591604139976611654e-01 3.351734038535010840e-01 5.921516648215925382e-01 3.059167996177145077e-01
1.244151724968105555e-01 -1.452275928774088598e+01 3.371384302250126502e-02 9.596969421365671993e-01 3.358106641385876223e-01 5.921515093969005328e-01 3.059159889532166443e-01
1.282157856621779501e-01 -1.567498315320420232e+01 3.312704432673355820e-02 9.602049528977814052e-01 3.363301935579437463e-01 5.921513542923516615e-01 3.059151790169364893e-01
1.320163988275453448e-01 -1.682076317310438185e+01 3.260874995608922106e-02 9.606853453088035621e-01 3.367402411042596522e-01 5.921511995441696152e-01 3.059143698926428123e-01
1.358170119929127395e-01 -1.795969535936088946e+01 3.215356351234383708e-02 9.611389382774314649e-01 3.370485047496690756e-01 5.921510451921598861e-01 3.059135616727945428e-01
1.403813166252803057e-01 -1.931780779310812335e+01 3.168354953862136114e-02 9.616493004442481229e-01 3.372942895725745127e-01 5.921508604101971551e-01 3.059125923896762189e-01
1.449456212576478720e-01 -2.066457553087707311e+01 3.129024098685640604e-02 9.621232300190942777e-01 3.374151479231389805e-01 5.921506763461059641e-01 3.059116247541908695e-01
1.495099258900154382e-01 -2.199911715936846335e+01 3.096720863942570290e-02 9.625617383185750553e-01 3.374216961367055290e-01 5.921504930922301124e-01 3.059106589848875069e-01
1.540742305223830044e-01 -2.332052213760075077e+01 3.070886702051486492e-02 9.629657055444512670e-01 3.373237010277044257e-01 5.921503107504100250e-01 3.059096953248822692e-01
1.586385351547505707e-01 -2.462787232731862019e+01 3.051037853607124761e-02 9.633358887767669021e-01 3.371301432780134388e-01 5.921501294324151843e-01 3.059087340436295599e-01
1.632028397871181369e-01 -2.592026004176826248e+01 3.036756846533550380e-02 9.636729294610548724e-01 3.368492754360046804e-01 5.921499492602851911e-01 3.059077754386442249e-01
1.677671444194857031e-01 -2.719680192692094067e+01 3.027684929462324398e-02 9.639773605313889382e-01 3.364886755485352321e-01 5.921497703665560275e-01 3.059068198371392433e-01
1.723314490518532693e-01 -2.845664941455296670e+01 3.023515314654534950e-02 9.642496133066164044e-01 3.360552971549480850e-01 5.921495928943451004e-01 3.059058675975374064e-01
1.768957536842208356e-01 -2.969899655482716838e+01 3.023987128852788017e-02 9.644900242502856269e-01 3.355555161128356279e-01 5.921494169972714161e-01 3.059049191108139110e-01
1.833371511602308601e-01 -3.142103474974083710e+01 3.032130944385997770e-02 9.647755921777962929e-01 3.347484208672066863e-01 5.921491717606248706e-01 3.059035877679901483e-01
