0.000000000000000000e+00 1.574059060641431884e+01 2.313171066604726434e-01 9.088954957542716429e-01 1.584354355404300196e-01 5.707360189212048462e-01 2.951854924344589071e-01
5.610376218101009727e-03 1.568665757736710020e+01 2.192427070712633375e-01 9.106288756569708154e-01 1.653813419690041420e-01 5.707359122825880204e-01 2.951849406157472933e-01
1.122075243620201945e-02 1.551932298079797867e+01 2.078235914057224576e-01 9.123253357448435352e-01 1.722149133482056838e-01 5.707358056450679840e-01 2.951843888004723193e-01
1.683112865430302918e-02 1.524649794906452627e+01 1.970457439643200914e-01 9.139821029351142823e-01 1.789009457398866021e-01 5.707356990097388616e-01 2.951838369910775306e-01
2.244150487240403891e-02 1.487576879241060901e+01 1.868916246142731941e-01 9.155969348689345644e-01 1.854089766350542345e-01 5.707355923776878948e-01 2.951832851899908738e-01
2.805188109050504863e-02 1.441442722297091805e+01 1.773411790185965564e-01 9.171680775959645260e-01 1.917132488905529397e-01 5.707354857500257506e-01 2.951827333996928648e-01
3.366225730860605836e-02 1.386949192781068518e+01 1.683726236272346244e-01 9.186942228049601589e-01 1.977925785626895305e-01 5.707353791279139443e-01 2.951821816227783168e-01
3.927263352670706809e-02 1.324772289623363974e+01 1.599630515686872589e-01 9.201744652967656091e-01 2.036301457472937670e-01 5.707352725125911519e-01 2.951816298620136836e-01
4.488300974480807781e-02 1.255562988319876006e+01 1.520888967754357446e-01 9.216082612815955644e-01 2.092132260079082040e-01 5.707351659053974124e-01 2.951810781203936251e-01
5.161835790204349905e-02 1.164068039966267243e+01 1.433094201526367295e-01 9.232679130077644514e-01 2.155673065210984563e-01 5.707350379345385027e-01 2.951804157755115177e-01
5.835370605927892029e-02 1.064376026838324130e+01 1.352258538742803218e-01 9.248604629415841938e-01 2.215329211823696687e-01 5.707349099803531445e-01 2.951797534693010316e-01
6.508905421651434153e-02 9.574722444730017656e+00 1.277972356755047167e-01 9.263865515738076706e-01 2.271073380018993615e-01 5.707347820460607624e-01 2.951790912089595764e-01
7.182440237374976277e-02 8.442894173827047766e+00 1.209833213015723830e-01 9.278472306496740041e-01 2.322931724298987755e-01 5.707346541353366387e-01 2.951784290027068547e-01
7.855975053098518401e-02 7.257064341519121164e+00 1.147448137626537329e-01 9.292438859179674715e-01 2.370974986902987525e-01 5.707345262523890739e-01 2.951777668599577242e-01
8.529509868822060525e-02 6.025468756129528813e+00 1.090435233879387678e-01 9.305781672028858864e-01 2.415310028462730740e-01 5.707343984020420979e-01 2.951771047915088264e-01
9.203044684545602649e-02 4.755773350663694998e+00 1.038424834547447689e-01 9.318519257558766089e-01 2.456071949732340221e-01 5.707342705898245105e-01 2.951764428097405912e-01
9.876579500269144773e-02 3.455054660402152589e+00 9.910604125890250249e-02 9.330671586525244310e-01 2.493416922792087709e-01 5.707341428220665813e-01 2.951757809288360623e-01
1.055011431599268690e-01 2.129776428751384731e+00 9.479993722737575790e-02 9.342259598480222582e-01 2.527515800059584872e-01 5.707340151060046329e-01 2.951751191650184292e-01
1.122364913171622902e-01 7.857612476851764116e-01 9.089137997174327743e-02 9.353304773728430277e-01 2.558548527073170598e-01 5.707338874498943948e-01 2.951744575368109857e-01
1.180041798070305958e-01 -3.761386298106631498e-01 8.783664640853723615e-02 9.362348030643224961e-01 2.582825191781950580e-01 5.707337781887198425e-01 2.951738910876442468e-01
1.225680641073267907e-01 -1.300714149254043717e+00 8.559747671237902256e-02 9.369241883048370356e-01 2.600613762772030491e-01 5.707336917723954128e-01 2.951734429562272166e-01
1.271319484076229855e-01 -2.228529834924974473e+00 8.350589931722295078e-02 9.375911511081128635e-01 2.617208707309741644e-01 5.707336053956730826e-01 2.951729949142153919e-01
1.316958327079191804e-01 -3.158528621622991750e+00 8.155341795955291240e-02 9.382363402116953299e-01 2.632665985997497682e-01 5.707335190625034693e-01 2.951725469705038241e-01
1.362597170082153752e-01 -4.089819379266934618e+00 7.973190642970423569e-02 9.388603891525979517e-01 2.647040264985274782e-01 5.707334327771889093e-01 2.951720991347887013e-01
1.408236013085115701e-01 -5.021678503911523705e+00 7.803361460037477881e-02 9.394639134090609911e-01 2.660384638427267801e-01 5.707333465444148768e-01 2.951716514176406791e-01
1.453874856088077649e-01 -5.953548457222660240e+00 7.645117231771252075e-02 9.400475078921631811e-01 2.672750408266973410e-01 5.707332603692858441e-01 2.951712038305884245e-01
1.499513699091039598e-01 -6.885032388444261464e+00 7.497759075917950766e-02 9.406117447927826447e-01 2.684186918384843246e-01 5.707331742573659161e-01 2.951707563862139283e-01
1.545152542094001547e-01 -7.815884145515298087e+00 7.360626096832287302e-02 9.411571717961875194e-01 2.694741440099653884e-01 5.707330882147244600e-01 2.951703090982605304e-01
